   -0.14996268778067E+01   0.00000000000000E+00
   -0.14980784895390E+01   0.00000000000000E+00
   -0.14954691964770E+01   0.00000000000000E+00
   -0.14920810948055E+01   0.00000000000000E+00
   -0.14882812500000E+01   0.00000000000000E+00
   -0.14844814051945E+01   0.00000000000000E+00
   -0.14810933035230E+01   0.00000000000000E+00
   -0.14784840104610E+01   0.00000000000000E+00
   -0.14769356221933E+01   0.00000000000000E+00
   -0.14761893778067E+01   0.00000000000000E+00
   -0.14746409895390E+01   0.00000000000000E+00
   -0.14720316964770E+01   0.00000000000000E+00
   -0.14686435948055E+01   0.00000000000000E+00
   -0.14648437500000E+01   0.00000000000000E+00
   -0.14610439051945E+01   0.00000000000000E+00
   -0.14576558035230E+01   0.00000000000000E+00
   -0.14550465104610E+01   0.00000000000000E+00
   -0.14534981221933E+01   0.00000000000000E+00
   -0.14527518778067E+01   0.00000000000000E+00
   -0.14512034895390E+01   0.00000000000000E+00
   -0.14485941964770E+01   0.00000000000000E+00
   -0.14452060948055E+01   0.00000000000000E+00
   -0.14414062500000E+01   0.00000000000000E+00
   -0.14376064051945E+01   0.00000000000000E+00
   -0.14342183035230E+01   0.00000000000000E+00
   -0.14316090104610E+01   0.00000000000000E+00
   -0.14300606221933E+01   0.00000000000000E+00
   -0.14293143778067E+01   0.00000000000000E+00
   -0.14277659895390E+01   0.00000000000000E+00
   -0.14251566964770E+01   0.00000000000000E+00
   -0.14217685948055E+01   0.00000000000000E+00
   -0.14179687500000E+01   0.00000000000000E+00
   -0.14141689051945E+01   0.00000000000000E+00
   -0.14107808035230E+01   0.00000000000000E+00
   -0.14081715104610E+01   0.00000000000000E+00
   -0.14066231221933E+01   0.00000000000000E+00
   -0.14058768778067E+01   0.00000000000000E+00
   -0.14043284895390E+01   0.00000000000000E+00
   -0.14017191964770E+01   0.00000000000000E+00
   -0.13983310948055E+01   0.00000000000000E+00
   -0.13945312500000E+01   0.00000000000000E+00
   -0.13907314051945E+01   0.00000000000000E+00
   -0.13873433035230E+01   0.00000000000000E+00
   -0.13847340104610E+01   0.00000000000000E+00
   -0.13831856221933E+01   0.00000000000000E+00
   -0.13824393778067E+01   0.00000000000000E+00
   -0.13808909895390E+01   0.00000000000000E+00
   -0.13782816964770E+01   0.00000000000000E+00
   -0.13748935948055E+01   0.00000000000000E+00
   -0.13710937500000E+01   0.00000000000000E+00
   -0.13672939051945E+01   0.00000000000000E+00
   -0.13639058035230E+01   0.00000000000000E+00
   -0.13612965104610E+01   0.00000000000000E+00
   -0.13597481221933E+01   0.00000000000000E+00
   -0.13590018778067E+01   0.00000000000000E+00
   -0.13574534895390E+01   0.00000000000000E+00
   -0.13548441964770E+01   0.00000000000000E+00
   -0.13514560948055E+01   0.00000000000000E+00
   -0.13476562500000E+01   0.00000000000000E+00
   -0.13438564051945E+01   0.00000000000000E+00
   -0.13404683035230E+01   0.00000000000000E+00
   -0.13378590104610E+01   0.00000000000000E+00
   -0.13363106221933E+01   0.00000000000000E+00
   -0.13355643778067E+01   0.00000000000000E+00
   -0.13340159895390E+01   0.00000000000000E+00
   -0.13314066964770E+01   0.00000000000000E+00
   -0.13280185948055E+01   0.00000000000000E+00
   -0.13242187500000E+01   0.00000000000000E+00
   -0.13204189051945E+01   0.00000000000000E+00
   -0.13170308035230E+01   0.00000000000000E+00
   -0.13144215104610E+01   0.00000000000000E+00
   -0.13128731221933E+01   0.00000000000000E+00
   -0.13121268778067E+01   0.00000000000000E+00
   -0.13105784895390E+01   0.00000000000000E+00
   -0.13079691964770E+01   0.00000000000000E+00
   -0.13045810948055E+01   0.00000000000000E+00
   -0.13007812500000E+01   0.00000000000000E+00
   -0.12969814051945E+01   0.00000000000000E+00
   -0.12935933035230E+01   0.00000000000000E+00
   -0.12909840104610E+01   0.00000000000000E+00
   -0.12894356221933E+01   0.00000000000000E+00
   -0.12886893778067E+01   0.00000000000000E+00
   -0.12871409895390E+01   0.00000000000000E+00
   -0.12845316964770E+01   0.00000000000000E+00
   -0.12811435948055E+01   0.00000000000000E+00
   -0.12773437500000E+01   0.00000000000000E+00
