order: 6     nele: 49     quad error: 4.434446e-08   slope: -2.412856e-01 
order: 6     nele: 64     quad error: 4.009981e-08   slope: 7.535014e-01  
order: 6     nele: 81     quad error: 4.335797e-08   slope: -6.632438e-01 
order: 6     nele: 100    quad error: 4.647709e-08   slope: -6.593455e-01 
order: 6     nele: 121    quad error: 6.936674e-08   slope: -4.201525e+00 
order: 6     nele: 144    quad error: 3.574402e-08   slope: 7.619976e+00  
order: 6     nele: 169    quad error: 5.254973e-08   slope: -4.814644e+00 
order: 6     nele: 196    quad error: 8.419884e-08   slope: -6.361274e+00 
order: 6     nele: 225    quad error: 9.200636e-08   slope: -1.285300e+00 

